user_id,age,salary,department,years_at_company
69.0,21.0,55470.0,Finance,6.0
70.0,19.0,,Engineering,23.0
71.0,23.0,72918.0,Sales,14.0
72.0,59.0,82224.0,HR,10.0
73.0,21.0,69298.0,Finance,17.0
74.0,46.0,110219.0,Sales,
,35.0,91629.0,Finance,11.0
76.0,,96040.0,Marketing,5.0
77.0,61.0,58016.0,Engineering,19.0
78.0,51.0,53960.0,Marketing,22.0
,27.0,63591.0,,29.0
80.0,53.0,112848.0,HR,12.0
81.0,31.0,97641.0,Finance,19.0
82.0,48.0,66395.0,Engineering,15.0
83.0,65.0,52700.0,Finance,17.0
84.0,32.0,64620.0,Sales,9.0
85.0,25.0,50559.0,Finance,27.0
86.0,31.0,91642.0,Engineering,22.0
87.0,40.0,,Sales,7.0
88.0,57.0,51732.0,Finance,17.0
89.0,38.0,60354.0,HR,20.0
90.0,33.0,43843.0,Sales,0.0
91.0,62.0,101726.0,Sales,22.0
92.0,35.0,47640.0,HR,
93.0,64.0,82528.0,Marketing,28.0
94.0,41.0,68413.0,Engineering,5.0
95.0,43.0,82638.0,Marketing,4.0
96.0,42.0,82736.0,Finance,14.0
97.0,,98866.0,HR,21.0
98.0,58.0,,Marketing,14.0
99.0,46.0,71430.0,Sales,1.0
100.0,32.0,54504.0,Finance,0.0
101.0,,37114.0,Finance,22.0
102.0,,108859.0,Marketing,22.0
103.0,42.0,40975.0,Marketing,25.0
104.0,24.0,,HR,10.0
,26.0,51447.0,Engineering,9.0
106.0,41.0,53959.0,Marketing,29.0
107.0,18.0,96203.0,Marketing,17.0
108.0,61.0,59703.0,Sales,17.0
109.0,25.0,39337.0,Finance,16.0
110.0,41.0,76427.0,Engineering,25.0
111.0,,91529.0,Sales,7.0
112.0,68.0,114665.0,HR,
113.0,34.0,,HR,
114.0,25.0,63307.0,Marketing,16.0
115.0,52.0,57355.0,Marketing,11.0
116.0,52.0,34835.0,HR,26.0
117.0,50.0,50159.0,,7.0
118.0,22.0,77605.0,Engineering,
119.0,59.0,68088.0,,13.0
,56.0,108752.0,Finance,3.0
121.0,58.0,85284.0,Marketing,0.0
,45.0,87043.0,Sales,0.0
123.0,24.0,65547.0,Engineering,18.0
124.0,,112844.0,Sales,15.0
125.0,25.0,57532.0,Sales,13.0
126.0,29.0,64349.0,Finance,20.0
127.0,51.0,75445.0,Engineering,15.0
128.0,50.0,35713.0,Engineering,
129.0,65.0,86178.0,Engineering,8.0
130.0,40.0,79407.0,,25.0
131.0,41.0,100340.0,Engineering,29.0
132.0,54.0,80990.0,,
133.0,52.0,105672.0,Marketing,1.0
134.0,61.0,95545.0,Sales,17.0
135.0,57.0,114791.0,Engineering,5.0
136.0,39.0,88141.0,Marketing,8.0
137.0,44.0,53793.0,Marketing,0.0
138.0,52.0,86570.0,Sales,8.0
139.0,18.0,67892.0,Finance,24.0
140.0,52.0,31015.0,HR,15.0
141.0,54.0,91813.0,HR,12.0
142.0,64.0,57712.0,Marketing,8.0
143.0,31.0,38415.0,Sales,20.0
144.0,20.0,92292.0,HR,12.0
145.0,18.0,53833.0,Marketing,8.0
146.0,22.0,34158.0,,10.0
147.0,43.0,92680.0,HR,3.0
148.0,31.0,50309.0,Marketing,
149.0,56.0,36970.0,,
150.0,44.0,102474.0,Engineering,5.0
151.0,26.0,116704.0,Finance,13.0
152.0,32.0,76540.0,Engineering,3.0
153.0,32.0,50384.0,Sales,5.0
154.0,43.0,48017.0,Engineering,
155.0,59.0,105880.0,Engineering,5.0
156.0,30.0,38702.0,HR,1.0
157.0,68.0,30384.0,Marketing,17.0
158.0,49.0,30404.0,Finance,12.0
159.0,56.0,70943.0,,8.0
160.0,66.0,77926.0,,22.0
,,59189.0,Engineering,18.0
162.0,49.0,42763.0,,12.0
163.0,21.0,48384.0,,10.0
164.0,47.0,90100.0,HR,
165.0,,39860.0,Marketing,23.0
166.0,40.0,110642.0,Sales,29.0
167.0,56.0,80612.0,Engineering,21.0
168.0,62.0,53574.0,Finance,6.0
,32.0,53524.0,Sales,24.0
170.0,60.0,99172.0,Sales,20.0
171.0,46.0,40916.0,Engineering,14.0
172.0,53.0,,Sales,0.0
173.0,30.0,,,11.0
174.0,49.0,83330.0,Sales,25.0
175.0,24.0,43456.0,Finance,6.0
176.0,68.0,86397.0,Engineering,14.0
177.0,39.0,68765.0,Marketing,20.0
178.0,45.0,,Sales,18.0
179.0,19.0,75106.0,Marketing,27.0
180.0,59.0,83932.0,Finance,28.0
181.0,62.0,47100.0,Sales,24.0
182.0,23.0,87091.0,,0.0
,45.0,51949.0,Marketing,16.0
184.0,45.0,100080.0,Sales,16.0
185.0,61.0,67744.0,Marketing,2.0
,61.0,75543.0,Sales,11.0
187.0,37.0,66187.0,Engineering,5.0
,47.0,37239.0,Marketing,25.0
189.0,28.0,44489.0,HR,10.0
190.0,45.0,88017.0,HR,2.0
191.0,42.0,91877.0,Finance,7.0
192.0,56.0,73125.0,Sales,13.0
193.0,50.0,79922.0,Marketing,13.0
194.0,18.0,62049.0,Finance,9.0
195.0,44.0,67131.0,Marketing,1.0
196.0,,72944.0,Sales,13.0
197.0,30.0,103963.0,HR,8.0
198.0,58.0,54285.0,,2.0
199.0,20.0,67626.0,HR,20.0
,56.0,72808.0,Finance,25.0
201.0,23.0,118464.0,Engineering,7.0
202.0,25.0,83871.0,,15.0
203.0,44.0,,,1.0
204.0,26.0,49758.0,Engineering,5.0
205.0,54.0,45254.0,,27.0
206.0,50.0,74238.0,Sales,20.0
207.0,68.0,31252.0,HR,28.0
208.0,59.0,69764.0,Sales,25.0
,61.0,107709.0,Marketing,24.0
210.0,41.0,67441.0,Sales,11.0
211.0,32.0,83682.0,Sales,4.0
212.0,49.0,89494.0,Marketing,1.0
213.0,,111317.0,Finance,
214.0,41.0,95215.0,Finance,
215.0,58.0,108587.0,Sales,14.0
216.0,69.0,36949.0,Marketing,11.0
217.0,66.0,85393.0,Marketing,3.0
218.0,66.0,103553.0,HR,14.0
219.0,69.0,36941.0,Finance,10.0
,29.0,55934.0,Engineering,15.0
221.0,56.0,,Finance,22.0
222.0,19.0,91886.0,Finance,5.0
223.0,20.0,105745.0,HR,13.0
224.0,,113251.0,Engineering,17.0
225.0,54.0,83413.0,HR,11.0
226.0,66.0,,Engineering,26.0
227.0,34.0,72318.0,,10.0
228.0,66.0,,Engineering,12.0
229.0,19.0,100390.0,HR,20.0
230.0,19.0,82329.0,Finance,22.0
231.0,45.0,73088.0,Engineering,10.0
232.0,,69811.0,Engineering,
233.0,,85479.0,Marketing,15.0
234.0,49.0,115392.0,Finance,14.0
235.0,50.0,117369.0,Sales,20.0
236.0,18.0,49963.0,HR,27.0
237.0,36.0,85123.0,Sales,14.0
238.0,19.0,103477.0,Finance,24.0
239.0,61.0,44388.0,Engineering,3.0
240.0,43.0,35569.0,Engineering,10.0
241.0,49.0,99836.0,Finance,18.0
242.0,,66586.0,Engineering,
243.0,49.0,42015.0,Engineering,3.0
244.0,21.0,75002.0,Engineering,20.0
245.0,28.0,36254.0,HR,12.0
246.0,34.0,47144.0,HR,21.0
247.0,55.0,54214.0,Marketing,18.0
248.0,41.0,110719.0,Sales,1.0
249.0,22.0,101774.0,Finance,13.0
250.0,69.0,,Finance,28.0
251.0,51.0,41637.0,Finance,3.0
252.0,23.0,52415.0,Marketing,15.0
253.0,39.0,54071.0,HR,20.0
254.0,28.0,,Marketing,
255.0,65.0,71240.0,Finance,13.0
256.0,33.0,113807.0,Sales,26.0
257.0,50.0,63434.0,Engineering,28.0
258.0,26.0,99724.0,HR,14.0
259.0,23.0,,HR,27.0
260.0,,,Marketing,2.0
261.0,46.0,,HR,
262.0,20.0,53954.0,Finance,15.0
263.0,37.0,87108.0,Finance,9.0
264.0,53.0,117044.0,Marketing,3.0
265.0,36.0,117505.0,Finance,29.0
266.0,43.0,66668.0,Sales,17.0
267.0,20.0,53061.0,Marketing,1.0
268.0,36.0,109252.0,Sales,16.0
269.0,37.0,69749.0,Engineering,12.0
270.0,,46907.0,Sales,3.0
271.0,24.0,48777.0,Engineering,25.0
272.0,69.0,81745.0,Engineering,24.0
273.0,58.0,111818.0,Sales,29.0
274.0,50.0,53624.0,Marketing,10.0
275.0,57.0,53321.0,Finance,6.0
276.0,56.0,40488.0,Finance,11.0
277.0,35.0,52574.0,Engineering,9.0
278.0,57.0,35240.0,Engineering,6.0
279.0,18.0,73221.0,Marketing,12.0
280.0,28.0,40478.0,HR,6.0
281.0,45.0,85645.0,Sales,23.0
282.0,42.0,49262.0,Engineering,16.0
283.0,,82796.0,Finance,9.0
284.0,40.0,,Marketing,28.0
285.0,48.0,94291.0,Sales,9.0
286.0,47.0,109104.0,Marketing,23.0
287.0,59.0,89399.0,Sales,3.0
288.0,52.0,109714.0,Sales,19.0
289.0,24.0,80428.0,Engineering,3.0
290.0,33.0,117731.0,Marketing,21.0
291.0,43.0,30302.0,Marketing,6.0
292.0,65.0,112558.0,Finance,21.0
293.0,69.0,30055.0,Finance,0.0
294.0,66.0,38717.0,Engineering,11.0
295.0,19.0,58699.0,Engineering,23.0
296.0,18.0,103686.0,HR,12.0
297.0,65.0,97661.0,Finance,9.0
298.0,29.0,74247.0,Sales,14.0
299.0,22.0,46748.0,Marketing,26.0
300.0,54.0,34621.0,Engineering,12.0
301.0,49.0,45034.0,Marketing,22.0
302.0,,,Marketing,21.0
303.0,58.0,,HR,21.0
304.0,52.0,48030.0,Finance,20.0
305.0,36.0,,Engineering,21.0
306.0,65.0,114717.0,Marketing,27.0
307.0,33.0,,Engineering,8.0
308.0,20.0,68638.0,Sales,
309.0,37.0,97067.0,HR,8.0
310.0,41.0,118869.0,Sales,14.0
311.0,50.0,64674.0,Engineering,9.0
312.0,41.0,65854.0,Engineering,23.0
313.0,69.0,76271.0,Finance,25.0
314.0,28.0,103688.0,Marketing,24.0
315.0,66.0,68518.0,Marketing,28.0
316.0,25.0,40267.0,Sales,9.0
317.0,53.0,31062.0,HR,7.0
318.0,55.0,80448.0,Marketing,23.0
319.0,57.0,,Finance,15.0
320.0,37.0,86793.0,Sales,16.0
321.0,52.0,77915.0,Sales,25.0
322.0,65.0,34632.0,Finance,26.0
323.0,42.0,33596.0,HR,4.0
324.0,52.0,36168.0,Finance,3.0
325.0,42.0,37561.0,HR,17.0
326.0,46.0,103794.0,Finance,23.0
,35.0,112152.0,Finance,18.0
328.0,63.0,56734.0,Engineering,3.0
329.0,,36371.0,Sales,27.0
330.0,19.0,56069.0,Finance,6.0
331.0,52.0,109905.0,Finance,9.0
332.0,33.0,42910.0,Marketing,24.0
333.0,58.0,103479.0,Sales,17.0
334.0,53.0,107735.0,Marketing,18.0
335.0,50.0,111264.0,Sales,3.0
336.0,,53275.0,Marketing,9.0
,50.0,102274.0,Finance,0.0
338.0,31.0,111449.0,Finance,
339.0,38.0,90004.0,Engineering,17.0
340.0,65.0,92981.0,Marketing,4.0
341.0,37.0,114659.0,HR,14.0
342.0,25.0,84553.0,Engineering,16.0
343.0,24.0,78447.0,Marketing,2.0
344.0,20.0,64529.0,,11.0
345.0,34.0,105703.0,,1.0
346.0,50.0,106090.0,Finance,0.0
347.0,65.0,47260.0,Marketing,22.0
348.0,29.0,33812.0,Finance,20.0
349.0,68.0,58024.0,Engineering,16.0
,,88656.0,Finance,21.0
351.0,39.0,57285.0,Sales,15.0
352.0,63.0,31605.0,HR,4.0
353.0,47.0,,,14.0
354.0,55.0,102303.0,HR,2.0
355.0,55.0,57139.0,Finance,27.0
356.0,,107149.0,Marketing,6.0
357.0,68.0,86138.0,Finance,10.0
358.0,25.0,106125.0,Sales,9.0
359.0,44.0,43918.0,Engineering,8.0
360.0,44.0,115655.0,Marketing,13.0
361.0,51.0,57446.0,Sales,12.0
362.0,38.0,43046.0,Sales,28.0
363.0,47.0,54818.0,Marketing,24.0
364.0,50.0,34324.0,,29.0
365.0,45.0,106323.0,Sales,24.0
366.0,64.0,39111.0,,1.0
,50.0,68110.0,Sales,2.0
368.0,22.0,46389.0,Finance,6.0
369.0,65.0,71427.0,Finance,20.0
370.0,36.0,109579.0,HR,17.0
,21.0,58746.0,Sales,2.0
372.0,52.0,117886.0,Finance,9.0
373.0,66.0,30117.0,Marketing,21.0
374.0,34.0,114471.0,Engineering,
375.0,61.0,43234.0,Engineering,6.0
376.0,45.0,83441.0,Engineering,8.0
377.0,47.0,30846.0,,16.0
378.0,,40954.0,HR,10.0
379.0,63.0,109239.0,Finance,6.0
380.0,23.0,76514.0,Marketing,23.0
,52.0,118236.0,Marketing,27.0
382.0,58.0,36469.0,,13.0
383.0,54.0,60105.0,,18.0
384.0,41.0,72101.0,,3.0
385.0,46.0,94323.0,HR,
386.0,66.0,,HR,5.0
387.0,63.0,79376.0,Finance,9.0
388.0,48.0,75587.0,Finance,6.0
389.0,52.0,66976.0,HR,12.0
390.0,50.0,97584.0,HR,13.0
391.0,69.0,,HR,3.0
392.0,38.0,72533.0,Sales,7.0
393.0,49.0,31828.0,,4.0
394.0,40.0,31917.0,Marketing,0.0
395.0,50.0,50618.0,Engineering,
396.0,20.0,62254.0,HR,2.0
,35.0,77362.0,Engineering,8.0
398.0,42.0,50128.0,Sales,7.0
399.0,59.0,89383.0,,0.0
400.0,,95545.0,Sales,26.0
401.0,20.0,112180.0,Marketing,5.0
,57.0,117958.0,Sales,8.0
403.0,63.0,39865.0,Sales,6.0
404.0,41.0,32219.0,Finance,3.0
405.0,67.0,69809.0,HR,
406.0,49.0,35287.0,HR,
407.0,64.0,64387.0,,27.0
408.0,39.0,38512.0,,1.0
409.0,40.0,31342.0,HR,27.0
410.0,19.0,93076.0,Finance,4.0
411.0,44.0,49216.0,HR,11.0
412.0,59.0,109767.0,Finance,26.0
413.0,19.0,56614.0,Marketing,20.0
414.0,43.0,66258.0,,7.0
415.0,34.0,72078.0,Marketing,5.0
416.0,57.0,113524.0,Marketing,7.0
417.0,50.0,42219.0,Sales,17.0
418.0,26.0,30235.0,Sales,
419.0,60.0,72929.0,Sales,21.0
420.0,65.0,97444.0,Sales,11.0
421.0,56.0,38567.0,Finance,
422.0,,100792.0,HR,25.0
,59.0,95441.0,Engineering,
424.0,43.0,114555.0,Marketing,21.0
,52.0,103698.0,Finance,5.0
426.0,,,Engineering,1.0
427.0,42.0,66159.0,Finance,22.0
428.0,41.0,73925.0,Finance,11.0
429.0,30.0,35951.0,Marketing,1.0
430.0,24.0,117388.0,HR,5.0
431.0,53.0,38007.0,Sales,16.0
432.0,62.0,71832.0,HR,2.0
433.0,37.0,88596.0,Marketing,1.0
434.0,18.0,60523.0,Marketing,22.0
435.0,25.0,,Marketing,29.0
436.0,63.0,,Engineering,
437.0,33.0,45524.0,HR,7.0
438.0,31.0,49282.0,HR,21.0
439.0,29.0,53930.0,Finance,11.0
440.0,68.0,30077.0,Finance,25.0
441.0,40.0,50611.0,Finance,
442.0,32.0,46984.0,Marketing,4.0
443.0,45.0,44060.0,HR,12.0
444.0,51.0,112985.0,Marketing,28.0
,19.0,114056.0,Engineering,14.0
446.0,49.0,73303.0,Finance,24.0
447.0,,89207.0,Marketing,22.0
448.0,39.0,105046.0,Marketing,15.0
449.0,68.0,59287.0,,
450.0,42.0,69711.0,Sales,29.0
451.0,39.0,41954.0,HR,29.0
452.0,39.0,103340.0,Sales,24.0
453.0,66.0,102101.0,Finance,22.0
454.0,69.0,101520.0,Marketing,15.0
455.0,59.0,117062.0,Engineering,11.0
456.0,23.0,48574.0,Engineering,16.0
457.0,32.0,39184.0,HR,15.0
458.0,60.0,49096.0,Sales,11.0
459.0,54.0,97728.0,HR,7.0
460.0,50.0,64016.0,Marketing,19.0
461.0,25.0,,HR,2.0
462.0,61.0,75558.0,Engineering,15.0
463.0,,48381.0,,29.0
464.0,22.0,66455.0,Finance,12.0
465.0,56.0,,Finance,22.0
466.0,,41302.0,Marketing,27.0
467.0,23.0,97506.0,Sales,18.0
468.0,62.0,71157.0,,7.0
469.0,49.0,84917.0,Marketing,
470.0,69.0,113122.0,Finance,4.0
471.0,47.0,54519.0,HR,19.0
472.0,64.0,117487.0,Finance,
473.0,52.0,86819.0,HR,23.0
474.0,57.0,110910.0,Sales,11.0
475.0,69.0,101324.0,Marketing,0.0
,33.0,,HR,24.0
477.0,30.0,89379.0,Engineering,29.0
478.0,67.0,55053.0,Engineering,20.0
479.0,59.0,39446.0,HR,19.0
480.0,47.0,30922.0,HR,5.0
481.0,36.0,81356.0,HR,21.0
482.0,34.0,40789.0,Engineering,17.0
483.0,36.0,,Engineering,7.0
484.0,45.0,74028.0,HR,6.0
485.0,43.0,94484.0,Finance,0.0
486.0,54.0,62154.0,Finance,20.0
487.0,43.0,112870.0,Sales,15.0
488.0,,,Marketing,11.0
489.0,26.0,97779.0,Finance,5.0
,29.0,49029.0,Engineering,19.0
,,89201.0,Finance,1.0
,18.0,62265.0,Sales,28.0
493.0,64.0,73872.0,Sales,13.0
494.0,,76197.0,Marketing,3.0
495.0,49.0,85180.0,Finance,0.0
496.0,65.0,53710.0,Engineering,22.0
497.0,42.0,59486.0,,17.0
498.0,57.0,101907.0,HR,12.0
499.0,62.0,101895.0,Engineering,1.0
500.0,18.0,94435.0,Marketing,8.0
501.0,33.0,70631.0,Marketing,20.0
502.0,56.0,50103.0,Engineering,1.0
503.0,22.0,94772.0,Engineering,26.0
504.0,39.0,44382.0,,24.0
505.0,46.0,114291.0,,8.0
506.0,20.0,33756.0,HR,0.0
507.0,29.0,50609.0,HR,10.0
508.0,43.0,46478.0,Engineering,2.0
509.0,33.0,69666.0,Sales,19.0
510.0,,105683.0,,29.0
511.0,54.0,101315.0,HR,22.0
512.0,39.0,107834.0,Engineering,25.0
513.0,46.0,44153.0,Sales,3.0
514.0,31.0,106325.0,Engineering,17.0
515.0,45.0,42999.0,Engineering,22.0
516.0,22.0,85318.0,Engineering,5.0
517.0,,30814.0,Finance,2.0
518.0,66.0,106077.0,Engineering,21.0
519.0,,32443.0,Finance,10.0
520.0,63.0,105993.0,HR,
521.0,69.0,105916.0,Sales,21.0
,22.0,103319.0,Sales,27.0
523.0,29.0,47368.0,Sales,4.0
524.0,33.0,,Sales,19.0
525.0,43.0,86942.0,Sales,9.0
526.0,43.0,57306.0,Sales,11.0
527.0,65.0,115451.0,Sales,14.0
528.0,38.0,69915.0,HR,16.0
529.0,,67219.0,Engineering,9.0
530.0,53.0,110879.0,Marketing,5.0
531.0,50.0,94644.0,Finance,17.0
532.0,,90279.0,Marketing,12.0
533.0,54.0,83028.0,Marketing,
534.0,40.0,30126.0,Engineering,29.0
535.0,27.0,82329.0,Engineering,23.0
536.0,,,Engineering,9.0
537.0,53.0,,Sales,29.0
538.0,51.0,85176.0,HR,13.0
539.0,69.0,116066.0,Sales,5.0
540.0,48.0,,HR,2.0
541.0,27.0,98904.0,HR,
542.0,36.0,33797.0,Marketing,6.0
543.0,49.0,77882.0,Marketing,19.0
,18.0,43718.0,HR,13.0
545.0,22.0,64560.0,HR,8.0
546.0,62.0,106589.0,,14.0
547.0,21.0,52116.0,Sales,20.0
548.0,33.0,66244.0,Marketing,
549.0,41.0,31645.0,Engineering,1.0
550.0,33.0,77523.0,,26.0
551.0,19.0,49256.0,Sales,1.0
552.0,66.0,83173.0,Marketing,2.0
553.0,45.0,67430.0,Sales,17.0
554.0,49.0,69282.0,,13.0
555.0,44.0,93374.0,HR,19.0
556.0,37.0,98244.0,Finance,17.0
557.0,41.0,41694.0,Engineering,9.0
558.0,29.0,86264.0,Finance,24.0
559.0,,105060.0,Marketing,1.0
560.0,52.0,87545.0,Sales,
561.0,50.0,69224.0,,
562.0,50.0,43224.0,HR,21.0
563.0,68.0,70738.0,Finance,
564.0,60.0,55150.0,Finance,3.0
565.0,54.0,93731.0,Finance,13.0
566.0,29.0,79688.0,,0.0
567.0,20.0,103509.0,HR,13.0
568.0,18.0,38577.0,Sales,15.0
569.0,50.0,38070.0,,21.0
570.0,57.0,38666.0,Marketing,13.0
571.0,,,Finance,28.0
572.0,60.0,66368.0,Engineering,19.0
573.0,,36783.0,Marketing,2.0
574.0,46.0,,Marketing,2.0
575.0,30.0,100507.0,HR,
576.0,29.0,109026.0,Sales,5.0
577.0,,97526.0,Marketing,24.0
578.0,63.0,100835.0,Marketing,12.0
579.0,19.0,75765.0,Finance,20.0
580.0,68.0,49956.0,Finance,1.0
581.0,67.0,,,
582.0,52.0,76240.0,HR,20.0
583.0,40.0,67148.0,Engineering,1.0
584.0,34.0,34757.0,Finance,3.0
585.0,43.0,49097.0,Sales,24.0
586.0,25.0,40395.0,,14.0
587.0,46.0,,HR,3.0
588.0,43.0,57696.0,Finance,12.0
589.0,27.0,100480.0,HR,27.0
,43.0,76163.0,HR,11.0
591.0,51.0,49816.0,HR,27.0
592.0,68.0,79840.0,HR,12.0
593.0,58.0,82853.0,HR,
594.0,24.0,,Sales,19.0
595.0,21.0,51566.0,Engineering,17.0
596.0,,105452.0,Marketing,28.0
,62.0,92823.0,Engineering,27.0
598.0,,50806.0,HR,
599.0,,105520.0,Sales,28.0
600.0,53.0,31759.0,Finance,10.0
601.0,42.0,,Sales,29.0
602.0,,32482.0,HR,
603.0,53.0,54442.0,Sales,27.0
604.0,27.0,,Sales,22.0
605.0,54.0,88066.0,HR,18.0
606.0,26.0,32079.0,Sales,18.0
607.0,41.0,,Marketing,4.0
608.0,52.0,89676.0,Marketing,18.0
609.0,66.0,57952.0,Sales,1.0
610.0,52.0,116444.0,Finance,9.0
611.0,65.0,,HR,24.0
,53.0,102847.0,Marketing,1.0
613.0,35.0,119106.0,Finance,29.0
614.0,66.0,48449.0,Sales,10.0
615.0,56.0,63536.0,Finance,17.0
616.0,49.0,94077.0,Engineering,28.0
617.0,41.0,68258.0,Marketing,23.0
618.0,40.0,78302.0,,14.0
,49.0,58865.0,HR,
620.0,54.0,36645.0,Sales,22.0
621.0,29.0,68000.0,HR,18.0
622.0,66.0,56737.0,Sales,8.0
623.0,30.0,41485.0,Finance,2.0
624.0,40.0,68565.0,,20.0
625.0,42.0,55522.0,Finance,8.0
626.0,52.0,,,27.0
627.0,58.0,85168.0,HR,29.0
628.0,47.0,82487.0,Finance,
629.0,34.0,42342.0,,18.0
630.0,66.0,,HR,6.0
631.0,37.0,78770.0,Sales,15.0
632.0,65.0,108623.0,Engineering,15.0
633.0,42.0,105629.0,Marketing,27.0
634.0,39.0,82603.0,Engineering,0.0
635.0,30.0,111974.0,Engineering,3.0
636.0,36.0,56399.0,HR,3.0
637.0,66.0,115382.0,,6.0
638.0,53.0,111244.0,,7.0
639.0,29.0,106534.0,Finance,16.0
640.0,58.0,85106.0,Finance,4.0
,36.0,60678.0,Engineering,6.0
642.0,29.0,106218.0,HR,27.0
643.0,26.0,93230.0,HR,19.0
644.0,24.0,104055.0,Finance,28.0
645.0,45.0,86373.0,Marketing,19.0
646.0,31.0,61480.0,Sales,3.0
647.0,48.0,115230.0,Marketing,27.0
648.0,69.0,98836.0,Sales,5.0
649.0,36.0,102258.0,Finance,6.0
650.0,,69986.0,Sales,17.0
